Betashares Portfolio Holdings,
,
Fund Name,Betashares Global Shares ETF
Fund ASX Code,BGBL
Date,2023-09-21
,
Ticker,SEDOL,Name,Asset Class,Sector,Country,Currency,Weight (%),Shares/Units (#),Market Value (AUD),Notional Value (AUD)
LIN UN,BNZHB81,LINDE PLC,Equities,Materials,United States,USD,0.3369785268,627.0,363964.9,363964.9
ABT UN,2002305,ABBOTT LABORATORIES,Equities,Healthcare,United States,USD,0.32806235780000004,2298.0,354334.69,354334.69
DHR UN,2250870,DANAHER CORP,Equities,Healthcare,United States,USD,0.3242034668,900.0,350166.77,350166.77
ORCL UN,2661568,ORACLE CORP,Equities,Information Technology,United States,USD,0.3229297676,2045.0,348791.07,348791.07
NFLX UW,2857817,NETFLIX INC,Equities,Communication Services,United States,USD,0.31375859899999997,566.0,338885.44,338885.44
HSBA LN,0540528,HSBC HOLDINGS PLC,Equities,Financials,Britain,GBP,0.303189563,26872.0,327470.0,327470.0
WFC UN,2649100,WELLS FARGO & CO,Equities,Financials,United States,USD,0.3014998877,4937.0,325645.01,325645.01
TTE FP,B15C557,TOTALENERGIES SE,Equities,Energy,France,EUR,0.2997376831,3149.0,323741.68,323741.68
DIS UN,2270726,WALT DISNEY CO/THE,Equities,Communication Services,United States,USD,0.291413168,2441.0,314750.51,314750.51
AMD UW,2007849,ADVANCED MICRO DEVICES INC,Equities,Information Technology,United States,USD,0.2901406809,2092.0,313376.12,313376.12
PM UN,B2PKRQ3,PHILIP MORRIS INTERNATIONAL IN,Equities,Consumer Staples,United States,USD,0.2769712093,2001.0,299152.0,299152.0
AMGN UW,2023607,AMGEN INC,Equities,Healthcare,United States,USD,0.27680381660000003,712.0,298971.2,298971.2
VZ UN,2090571,VERIZON COMMUNICATIONS INC,Equities,Communication Services,United States,USD,0.2760789921,5747.0,298188.33,298188.33
COP UN,2685717,CONOCOPHILLIPS,Equities,Energy,United States,USD,0.2754319041,1603.0,297489.42,297489.42
INTC UW,2463247,INTEL CORP,Equities,Information Technology,United States,USD,0.27185726309999997,5437.0,293628.51,293628.51
INTU UW,2459020,INTUIT INC,Equities,Information Technology,United States,USD,0.2707513028,372.0,292433.98,292433.98
TXN UW,2885409,TEXAS INSTRUMENTS INC,Equities,Information Technology,United States,USD,0.2680348666,1158.0,289500.0,289500.0
SAP GY,4846288,SAP SE,Equities,Information Technology,Germany,EUR,0.2619694662,1373.0,282948.86,282948.86
CAT UN,2180201,CATERPILLAR INC,Equities,Industrials,United States,USD,0.2571203615,655.0,277711.42,277711.42
UNP UN,2914734,UNION PACIFIC CORP,Equities,Industrials,United States,USD,0.2553340944,837.0,275782.11,275782.11
NEE UN,2328915,NEXTERA ENERGY INC,Equities,Utilities,United States,USD,0.2469846361,2558.0,266764.0,266764.0
ULVR LN,B10RZP7,UNILEVER PLC,Equities,Consumer Staples,Britain,GBP,0.2455555893,3348.0,265220.51,265220.51
IBM UN,2005973,INTERNATIONAL BUSINESS MACHINE,Equities,Information Technology,United States,USD,0.24500187030000004,1152.0,264622.44,264622.44
HON UW,2020459,HONEYWELL INTERNATIONAL INC,Equities,Industrials,United States,USD,0.2411585209,873.0,260471.31,260471.31
BMY UN,2126335,BRISTOL-MYERS SQUIBB CO,Equities,Healthcare,United States,USD,0.23999227039999999,2815.0,259211.66,259211.66
LOW UN,2536763,LOWE'S COS INC,Equities,Consumer Discretionary,United States,USD,0.23857614310000003,785.0,257682.12,257682.12
SAN FP,5671735,SANOFI,Equities,Healthcare,United States,EUR,0.236501285,1500.0,255441.1,255441.1
SPGI UN,BYV2325,S&P GLOBAL INC,Equities,Financials,United States,USD,0.235856359,439.0,254744.53,254744.53
GE UN,BL59CR9,GENERAL ELECTRIC CO,Equities,Industrials,United States,USD,0.2246816449,1378.0,242674.91,242674.91
QCOM UW,2714923,QUALCOMM INC,Equities,Information Technology,United States,USD,0.2223131833,1427.0,240116.77,240116.77
RY CT,2754383,ROYAL BANK OF CANADA,Equities,Financials,Canada,CAD,0.2208367161,1707.0,238522.06,238522.06
NOW UN,B80NXX8,SERVICENOW INC,Equities,Information Technology,United States,USD,0.219659274,277.0,237250.33,237250.33
AMAT UW,2046552,APPLIED MATERIALS INC,Equities,Information Technology,United States,USD,0.21771438799999998,1116.0,235149.69,235149.69
T UN,2831811,AT&T INC,Equities,Communication Services,United States,USD,0.216510835,9800.0,233849.75,233849.75
ELV UN,BSPHGL4,ELEVANCE HEALTH INC,Equities,Healthcare,United States,USD,0.21533725380000002,331.0,232582.19,232582.19
RTX UN,BM5M5Y3,RAYTHEON TECHNOLOGIES CORP,Equities,Industrials,United States,USD,0.2146763271,2048.0,231868.33,231868.33
NKE UN,2640147,NIKE INC,Equities,Consumer Discretionary,United States,USD,0.21054367699999998,1593.0,227404.72,227404.72
BA UN,2108601,BOEING CO/THE,Equities,Industrials,United States,USD,0.2094770251,726.0,226252.65,226252.65
SIE GY,5727973,SIEMENS AG,Equities,Industrials,Germany,EUR,0.2078911362,1011.0,224539.76,224539.76
6758 JT,6821506,SONY GROUP CORP,Equities,Consumer Discretionary,Japan,JPY,0.2073234999,1721.0,223926.66,223926.66
UPS UN,2517382,UNITED PARCEL SERVICE INC,Equities,Industrials,United States,USD,0.20724553689999997,924.0,223842.46,223842.46
BKNG UW,BDRXDB4,BOOKING HOLDINGS INC,Equities,Consumer Discretionary,United States,USD,0.20592857530000003,47.0,222420.03,222420.03
SBUX UW,2842255,STARBUCKS CORP,Equities,Consumer Discretionary,United States,USD,0.20420747590000002,1520.0,220561.1,220561.1
TJX UN,2989301,TJX COS INC/THE,Equities,Consumer Discretionary,United States,USD,0.20382258829999997,1584.0,220145.39,220145.39
TD CT,2897222,TORONTO-DOMINION BANK/THE,Equities,Financials,Canada,CAD,0.19959349510000002,2278.0,215577.61,215577.61
GS UN,2407966,GOLDMAN SACHS GROUP INC/THE,Equities,Financials,United States,USD,0.19919770290000002,418.0,215150.12,215150.12
MS UN,2262314,MORGAN STANLEY,Equities,Financials,United States,USD,0.19854856569999998,1621.0,214449.0,214449.0
8306 JT,6335171,MITSUBISHI UFJ FINANCIAL GROUP,Equities,Financials,Japan,JPY,0.19841763380000002,15396.0,214307.59,214307.59
PLD UN,B44WZD7,PROLOGIS INC,Equities,Real Estate,United States,USD,0.1947236728,1178.0,210317.8,210317.8
MDT UN,BTN1Y11,MEDTRONIC PLC,Equities,Healthcare,United States,USD,0.1943631148,1674.0,209928.37,209928.37
DE UN,2261203,DEERE & CO,Equities,Industrials,United States,USD,0.1941048684,347.0,209649.44,209649.44
1299 HK,B4TX8S1,AIA GROUP LTD,Equities,Financials,Hong Kong,HKD,0.193480955,16247.0,208975.56,208975.56
LMT UN,2522096,LOCKHEED MARTIN CORP,Equities,Industrials,United States,USD,0.19220608749999998,319.0,207598.6,207598.6
CVS UN,2577609,CVS HEALTH CORP,Equities,Healthcare,United States,USD,0.1915043083,1846.0,206840.62,206840.62
BP/ LN,0798059,BP PLC,Equities,Energy,Britain,GBP,0.186087275,20160.0,200989.77,200989.77
VRTX UW,2931034,VERTEX PHARMACEUTICALS INC,Equities,Healthcare,United States,USD,0.1840464756,360.0,198785.54,198785.54
ADI UW,2032067,ANALOG DEVICES INC,Equities,Information Technology,United States,USD,0.1833772513,731.0,198062.72,198062.72
BLK UN,2494504,BLACKROCK INC,Equities,Financials,United States,USD,0.1824130553,189.0,197021.31,197021.31
ISRG UW,2871301,INTUITIVE SURGICAL INC,Equities,Healthcare,United States,USD,0.1821858198,444.0,196775.87,196775.87
ADP UW,2065308,AUTOMATIC DATA PROCESSING INC,Equities,Industrials,United States,USD,0.1794753866,521.0,193848.38,193848.38
SU FP,4834108,SCHNEIDER ELECTRIC SE,Equities,Industrials,United States,EUR,0.1764338042,740.0,190563.22,190563.22
ALV GY,5231485,ALLIANZ SE,Equities,Financials,Germany,EUR,0.1761493874,498.0,190256.02,190256.02
MDLZ UW,B8CKK03,MONDELEZ INTERNATIONAL INC,Equities,Consumer Staples,United States,USD,0.1756062933,1721.0,189669.44,189669.44
MMC UN,2567741,MARSH & MCLENNAN COS INC,Equities,Financials,United States,USD,0.175214811,622.0,189246.6,189246.6
SYK UN,2853688,STRYKER CORP,Equities,Healthcare,United States,USD,0.17486138169999998,426.0,188864.87,188864.87
OR FP,4057808,L'OREAL SA,Equities,Consumer Staples,France,EUR,0.17276622690000001,281.0,186601.93,186601.93
GILD UW,2369174,GILEAD SCIENCES INC,Equities,Healthcare,United States,USD,0.1712899876,1577.0,185007.47,185007.47
DGE LN,0237400,DIAGEO PLC,Equities,Consumer Staples,Britain,GBP,0.1688412447,3032.0,182362.62,182362.62
REGN UW,2730190,REGENERON PHARMACEUTICALS INC,Equities,Healthcare,United States,USD,0.1675320084,141.0,180948.53,180948.53
AXP UN,2026082,AMERICAN EXPRESS CO,Equities,Financials,United States,USD,0.1656535166,742.0,178919.61,178919.61
AI FP,B1YXBJ7,AIR LIQUIDE SA,Equities,Materials,France,EUR,0.1632921777,661.0,176369.16,176369.16
BNP FP,7309681,BNP PARIBAS SA,Equities,Financials,France,EUR,0.1616872761,1705.0,174635.74,174635.74
UBER UN,BK6N347,UBER TECHNOLOGIES INC,Equities,Industrials,United States,USD,0.16109203830000002,2503.0,173992.83,173992.83
CB UN,B3BQMF6,CHUBB LTD,Equities,Financials,United States,USD,0.1597550473,521.0,172548.77,172548.77
BSX UN,2113434,BOSTON SCIENTIFIC CORP,Equities,Healthcare,United States,USD,0.1593442571,2046.0,172105.08,172105.08
SLB UN,2779201,SCHLUMBERGER NV,Equities,Energy,United States,USD,0.1567726444,1847.0,169327.52,169327.52
BDX UN,2087807,BECTON DICKINSON & CO,Equities,Healthcare,United States,USD,0.1564274981,409.0,168954.74,168954.74
CI UN,BHJ0775,CIGNA GROUP/THE,Equities,Healthcare,United States,USD,0.1561260759,372.0,168629.18,168629.18
ETN UN,B8KQN82,EATON CORP PLC,Equities,Industrials,United States,USD,0.1544199986,508.0,166786.47,166786.47
PGR UN,2705024,PROGRESSIVE CORP/THE,Equities,Financials,United States,USD,0.15103433819999998,735.0,163129.68,163129.68
AIR FP,4012250,AIRBUS SE,Equities,Industrials,France,EUR,0.1509864813,782.0,163077.99,163077.99
CP CT,BMBQR09,CANADIAN PACIFIC KANSAS CITY L,Equities,Industrials,Canada,CAD,0.1507122123,1367.0,162781.75,162781.75
LRCX UW,2502247,LAM RESEARCH CORP,Equities,Information Technology,United States,USD,0.1506197383,171.0,162681.87,162681.87
ZTS UN,B95WG16,ZOETIS INC,Equities,Healthcare,United States,USD,0.150126767,589.0,162149.42,162149.42
AMT UN,B7FBFL2,AMERICAN TOWER CORP,Equities,Real Estate,United States,USD,0.1453796416,595.0,157022.13,157022.13
SCHW UN,2779397,CHARLES SCHWAB CORP/THE,Equities,Financials,United States,USD,0.14451451029999998,1788.0,156087.72,156087.72
BX UN,BKF2SL7,BLACKSTONE INC,Equities,Financials,United States,USD,0.1438474362,897.0,155367.22,155367.22
FI UN,2342034,FISERV INC,Equities,Financials,United States,USD,0.1434094591,870.0,154894.17,154894.17
EOG UN,2318024,EOG RESOURCES INC,Equities,Energy,United States,USD,0.1432908412,810.0,154766.05,154766.05
C UN,2297907,CITIGROUP INC,Equities,Financials,United States,USD,0.1432502918,2380.0,154722.26,154722.26
8058 JT,6596785,MITSUBISHI CORP,Equities,Industrials,Japan,JPY,0.1422918799,1931.0,153687.09,153687.09
TMUS UW,B94Q9V0,T-MOBILE US INC,Equities,Communication Services,United States,USD,0.1414078184,700.0,152732.23,152732.23
UBSG SE,BRJL176,UBS GROUP AG,Equities,Financials,Switzerland,CHF,0.141252753,3802.0,152564.75,152564.75
MO UN,2692632,ALTRIA GROUP INC,Equities,Consumer Staples,United States,USD,0.1396934291,2256.0,150880.55,150880.55
GSK LN,BN7SWP6,GSK PLC,Equities,Healthcare,United States,GBP,0.1396262564,5143.0,150808.0,150808.0
MU UW,2588184,MICRON TECHNOLOGY INC,Equities,Information Technology,United States,USD,0.1390370479,1419.0,150171.6,150171.6
ATVI UW,2575818,ACTIVISION BLIZZARD INC,Equities,Communication Services,United States,USD,0.136729627,1026.0,147679.4,147679.4
SO UN,2829601,SOUTHERN CO/THE,Equities,Utilities,United States,USD,0.1365759432,1354.0,147513.4,147513.4
CFR SE,BCRWZ18,CIE FINANCIERE RICHEMONT SA,Equities,Consumer Discretionary,Switzerland,CHF,0.1339662274,729.0,144694.69,144694.69
CME UW,2965839,CME GROUP INC,Equities,Financials,United States,USD,0.1318922972,452.0,142454.68,142454.68
DUK UN,B7VD3F2,DUKE ENERGY CORP,Equities,Utilities,United States,USD,0.13128971250000002,974.0,141803.83,141803.83
ITW UN,2457552,ILLINOIS TOOL WORKS INC,Equities,Industrials,United States,USD,0.1292883892,386.0,139642.24,139642.24
DTE GY,5842359,DEUTSCHE TELEKOM AG,Equities,Communication Services,Germany,EUR,0.12795077929999998,4034.0,138197.51,138197.51
6861 JT,6490995,KEYENCE CORP,Equities,Information Technology,Japan,JPY,0.1274234508,232.0,137627.95,137627.95
ICE UN,BFSSDS9,INTERCONTINENTAL EXCHANGE INC,Equities,Financials,United States,USD,0.12702339359999998,783.0,137195.85,137195.85
ZURN SE,5983816,ZURICH INSURANCE GROUP AG,Equities,Financials,Switzerland,CHF,0.1269867459,185.0,137156.27,137156.27
SNPS UW,2867719,SYNOPSYS INC,Equities,Information Technology,United States,USD,0.12565547829999998,196.0,135718.39,135718.39
BATS LN,0287580,BRITISH AMERICAN TOBACCO PLC,Equities,Consumer Staples,Britain,GBP,0.12549884679999998,2596.0,135549.22,135549.22
PANW UW,B87ZMX0,PALO ALTO NETWORKS INC,Equities,Information Technology,United States,USD,0.12537431640000002,382.0,135414.71,135414.71
EQIX UW,BVLZX12,EQUINIX INC,Equities,Real Estate,United States,USD,0.1249011436,118.0,134903.65,134903.65
8035 JT,6895675,TOKYO ELECTRON LTD,Equities,Information Technology,Japan,JPY,0.1242803604,620.0,134233.15,134233.15
AON UN,BLP1HW5,AON PLC,Equities,Financials,United States,USD,0.12396484149999999,254.0,133892.36,133892.36
RIO LN,0718875,RIO TINTO PLC,Equities,Materials,Australia,GBP,0.1238088671,1358.0,133723.9,133723.9
ENB CT,2466149,ENBRIDGE INC,Equities,Energy,Canada,CAD,0.12379206240000001,2499.0,133705.75,133705.75
6501 JT,6429104,HITACHI LTD,Equities,Industrials,Japan,JPY,0.1232089874,1272.0,133075.98,133075.98
IBE SQ,B288C92,IBERDROLA SA,Equities,Utilities,Spain,EUR,0.12197162680000001,7202.0,131739.52,131739.52
DG FP,B1XH026,VINCI SA,Equities,Industrials,France,EUR,0.12184281629999999,746.0,131600.4,131600.4
PYPL UW,BYW36M8,PAYPAL HOLDINGS INC,Equities,Financials,United States,USD,0.1208805455,1429.0,130561.07,130561.07
MPC UN,B3K3L40,MARATHON PETROLEUM CORP,Equities,Energy,United States,USD,0.1194865256,535.0,129055.41,129055.41
NOC UN,2648806,NORTHROP GRUMMAN CORP,Equities,Industrials,United States,USD,0.1192150032,189.0,128762.14,128762.14
SHOP CT,BX865C7,SHOPIFY INC,Equities,Information Technology,Canada,CAD,0.1189964403,1535.0,128526.08,128526.08
CNQ CT,2171573,CANADIAN NATURAL RESOURCES LTD,Equities,Energy,Canada,CAD,0.1189915798,1337.0,128520.83,128520.83
REL LN,B2B0DG9,RELX PLC,Equities,Industrials,Britain,GBP,0.1180765087,2386.0,127532.47,127532.47
9432 JT,6641373,NIPPON TELEGRAPH & TELEPHONE C,Equities,Communication Services,Japan,JPY,0.1175514247,66788.0,126965.34,126965.34
8316 JT,6563024,SUMITOMO MITSUI FINANCIAL GROU,Equities,Financials,Japan,JPY,0.1168993195,1550.0,126261.01,126261.01
WM UN,2937667,WASTE MANAGEMENT INC,Equities,Industrials,United States,USD,0.1165866213,513.0,125923.27,125923.27
CDNS UW,2302232,CADENCE DESIGN SYSTEMS INC,Equities,Information Technology,United States,USD,0.1164370791,353.0,125761.75,125761.75
CNR CT,2180632,CANADIAN NATIONAL RAILWAY CO,Equities,Industrials,Canada,CAD,0.1158027242,728.0,125076.6,125076.6
CSX UW,2160753,CSX CORP,Equities,Industrials,United States,USD,0.1149516426,2568.0,124157.36,124157.36
APD UN,2011602,AIR PRODUCTS AND CHEMICALS INC,Equities,Materials,United States,USD,0.1143339637,276.0,123490.21,123490.21
FCX UN,2352118,FREEPORT-MCMORAN INC,Equities,Materials,United States,USD,0.11362706169999999,2115.0,122726.7,122726.7
PSX UN,B78C4Y8,PHILLIPS 66,Equities,Energy,United States,USD,0.1135393104,656.0,122631.92,122631.92
PXD UN,2690830,PIONEER NATURAL RESOURCES CO,Equities,Energy,United States,USD,0.11325762900000001,352.0,122327.68,122327.68
BBVA SQ,5501906,BANCO BILBAO VIZCAYA ARGENTARI,Equities,Financials,Spain,EUR,0.11293855450000001,9800.0,121983.05,121983.05
KLAC UW,2480138,KLA CORP,Equities,Information Technology,United States,USD,0.11221667769999999,174.0,121203.37,121203.37
HUM UN,2445063,HUMANA INC,Equities,Healthcare,United States,USD,0.11193288950000001,157.0,120896.85,120896.85
TGT UN,2259101,TARGET CORP,Equities,Consumer Staples,United States,USD,0.11173631860000001,660.0,120684.54,120684.54
RMS FP,5253973,HERMES INTERNATIONAL,Equities,Consumer Discretionary,France,EUR,0.1114141787,41.0,120336.6,120336.6
7267 JT,6435145,HONDA MOTOR CO LTD,Equities,Consumer Discretionary,Japan,JPY,0.1108313285,2152.0,119707.07,119707.07
4063 JT,6804585,SHIN-ETSU CHEMICAL CO LTD,Equities,Materials,Japan,JPY,0.11057920850000001,2480.0,119434.76,119434.76
BMO CT,2076009,BANK OF MONTREAL,Equities,Financials,Canada,CAD,0.1104572851,885.0,119303.08,119303.08
FDX UN,2142784,FEDEX CORP,Equities,Industrials,United States,USD,0.11033512670000001,292.0,119171.13,119171.13
SHW UN,2804211,SHERWIN-WILLIAMS CO/THE,Equities,Materials,United States,USD,0.10975707380000001,299.0,118546.79,118546.79
PNC UN,2692665,PNC FINANCIAL SERVICES GROUP I,Equities,Financials,United States,USD,0.1094799379,621.0,118247.46,118247.46
CL UN,2209106,COLGATE-PALMOLIVE CO,Equities,Consumer Staples,United States,USD,0.1084065326,1026.0,117088.09,117088.09
MCK UN,2378534,MCKESSON CORP,Equities,Healthcare,United States,USD,0.10750763420000001,170.0,116117.21,116117.21
SAN SQ,5705946,BANCO SANTANDER SA,Equities,Financials,Spain,EUR,0.10675884050000001,19793.0,115308.45,115308.45
MELI UW,B23X1H3,MERCADOLIBRE INC,Equities,Consumer Discretionary,Brazil,USD,0.10637652169999999,57.0,114895.51,114895.51
8031 JT,6597302,MITSUI & CO LTD,Equities,Industrials,Japan,JPY,0.1060935773,1885.0,114589.91,114589.91
ABBN SE,7108899,ABB LTD,Equities,Industrials,Switzerland,CHF,0.1032903592,1985.0,111562.2,111562.2
USB UN,2736035,US BANCORP,Equities,Financials,United States,USD,0.10320059270000001,2138.0,111465.24,111465.24
ORLY UW,B65LWX6,O'REILLY AUTOMOTIVE INC,Equities,Consumer Discretionary,United States,USD,0.1029438614,77.0,111187.95,111187.95
MBG GY,5529027,MERCEDES-BENZ GROUP AG,Equities,Consumer Discretionary,Germany,EUR,0.10206260260000001,984.0,110236.12,110236.12
APH UN,2145084,AMPHENOL CORP,Equities,Information Technology,United States,USD,0.1017424585,846.0,109890.34,109890.34
BNS CT,2076281,BANK OF NOVA SCOTIA/THE,Equities,Financials,Canada,CAD,0.1011152016,1489.0,109212.85,109212.85
SAF FP,B058TZ6,SAFRAN SA,Equities,Industrials,France,EUR,0.1011068143,444.0,109203.79,109203.79
EMR UN,2313405,EMERSON ELECTRIC CO,Equities,Industrials,United States,USD,0.1002520291,720.0,108280.55,108280.55
CS FP,7088429,AXA SA,Equities,Financials,France,EUR,0.0989877628,2208.0,106915.04,106915.04
6367 JT,6250724,DAIKIN INDUSTRIES LTD,Equities,Industrials,Japan,JPY,0.0988218562,409.0,106735.84,106735.84
AJG UN,2359506,ARTHUR J GALLAGHER & CO,Equities,Financials,United States,USD,0.09848952890000001,293.0,106376.9,106376.9
MUV2 GY,5294121,MUENCHENER RUECKVERSICHERUNGS-,Equities,Financials,Germany,EUR,0.09839453299999999,169.0,106274.3,106274.3
DHL GY,4617859,DEUTSCHE POST AG,Equities,Industrials,Germany,EUR,0.09833545769999999,1617.0,106210.49,106210.49
ABNB UW,BMGYYH4,AIRBNB INC,Equities,Consumer Discretionary,United States,USD,0.0980805425,512.0,105935.16,105935.16
MMM UN,2595708,3M CO,Equities,Industrials,United States,USD,0.0973519227,692.0,105148.19,105148.19
IFX GY,5889505,INFINEON TECHNOLOGIES AG,Equities,Information Technology,Germany,EUR,0.0970772247,2007.0,104851.5,104851.5
PRX NA,BJDS7L3,PROSUS NV,Equities,Consumer Discretionary,China,EUR,0.0958466335,2277.0,103522.35,103522.35
HCA UN,B4MGBG6,HCA HEALTHCARE INC,Equities,Healthcare,United States,USD,0.0954539788,261.0,103098.25,103098.25
ROP UW,2749602,ROPER TECHNOLOGIES INC,Equities,Information Technology,United States,USD,0.0951234505,133.0,102741.26,102741.26
VLO UN,2041364,VALERO ENERGY CORP,Equities,Energy,United States,USD,0.0950025382,450.0,102610.66,102610.66
GLEN LN,B4T3BW6,GLENCORE PLC,Equities,Materials,Australia,GBP,0.0947507311,11817.0,102338.69,102338.69
EL FP,7212477,ESSILORLUXOTTICA SA,Equities,Healthcare,France,EUR,0.09433907820000001,362.0,101894.07,101894.07
CMG UN,B0X7DZ3,CHIPOTLE MEXICAN GRILL INC,Equities,Consumer Discretionary,United States,USD,0.0942454472,35.0,101792.94,101792.94
MCO UN,2252058,MOODY'S CORP,Equities,Financials,United States,USD,0.0940548505,201.0,101587.08,101587.08
HLT UN,BYVMW06,HILTON WORLDWIDE HOLDINGS INC,Equities,Consumer Discretionary,United States,USD,0.0939997841,441.0,101527.6,101527.6
MAR UW,2210614,MARRIOTT INTERNATIONAL INC/MD,Equities,Consumer Discretionary,United States,USD,0.0935038545,332.0,100991.96,100991.96
